mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
0,2,3,UA,224,SFO,2419,23.18,297,16
6,30,3,AA,358,ORD,733,16.08,135,NA
6,6,0,UA,668,ORD,733,6.00,126,-16
8,14,0,OH,6675,JFK,213,18.67,109,146
5,19,4,AA,127,JFK,2446,15.42,330,8
5,29,0,B6,15,JFK,1069,16.58,191,16
7,3,0,US,1499,LGA,544,18.92,126,-7
6,21,1,UA,673,LGA,733,9.00,152,6
3,2,3,UA,1142,ORD,473,13.63,92,-7
7,11,1,AA,2435,ORD,1440,13.33,215,-14
0,22,2,WN,2283,SFO,414,18.25,85,6
4,16,5,UA,807,SFO,337,20.17,89,-2
5,11,3,UA,1582,SFO,414,20.38,94,-2
3,10,4,US,570,SFO,651,9.17,117,-9
8,28,0,B6,209,JFK,2465,12.00,356,-3
5,13,5,WN,2621,SMF,389,21.17,75,9
7,27,3,UA,188,SFO,2521,22.33,332,13
1,23,6,AA,755,ORD,1041,10.67,175,-14
9,26,0,B6,37,JFK,1028,8.08,175,-12
11,7,0,AA,360,ORD,733,15.25,135,42
8,1,1,OH,6487,ORD,264,19.25,75,43
4,16,5,OO,6011,ORD,323,11.05,75,-7
6,11,5,UA,170,SFO,2704,6.22,349,-19
9,12,0,AA,1472,SFO,1846,14.08,250,30
8,1,1,UA,186,SFO,2521,14.05,332,-16
10,10,1,B6,619,JFK,829,20.98,171,-29
4,30,5,UA,119,SFO,337,16.32,84,50
7,8,5,OO,5497,SFO,250,22.72,80,33
10,28,5,UA,136,SFO,1846,9.85,253,0
2,8,6,UA,766,ORD,622,21.00,104,8
2,17,1,UA,146,ORD,647,18.57,115,-4
1,12,2,AA,2305,ORD,802,7.58,150,29
0,11,5,B6,369,LGA,1035,21.08,166,189
7,23,6,AA,354,ORD,733,16.67,140,39
10,23,0,AA,360,ORD,733,15.25,135,-10
8,28,0,UA,1587,ORD,1515,7.40,236,-25
11,23,2,AA,59,JFK,2586,7.08,400,26
9,4,6,AA,1144,SFO,1464,13.25,205,45
4,2,5,B6,1079,JFK,288,21.83,106,18
11,9,2,AA,1487,ORD,1671,10.00,255,-20
5,5,4,AA,874,ORD,867,19.00,140,132
6,12,6,WN,921,SMF,358,6.50,70,-2
10,14,5,B6,1065,JFK,1522,13.00,259,-3
9,16,4,AA,2360,ORD,235,19.08,75,6
11,22,1,US,942,SFO,2521,22.00,307,-14
1,17,0,WN,965,SJC,308,19.67,70,71
6,2,3,AA,1194,SJC,1829,13.33,250,50
11,30,2,OO,4872,SMF,532,16.33,95,16
3,25,5,AA,1969,ORD,1440,16.42,225,93
8,2,2,UA,1667,ORD,1515,9.20,236,-11
7,21,4,AA,408,ORD,678,20.75,115,20
9,12,0,OH,6497,LGA,722,9.17,168,-32
0,11,5,UA,344,SFO,550,10.67,105,-4
4,30,5,OO,5815,ORD,196,17.40,63,48
0,6,0,UA,6,SFO,2586,8.00,338,-18
1,11,1,AA,2057,ORD,2072,7.83,270,20
8,26,5,UA,1671,ORD,1515,18.83,236,23
3,6,0,US,17,JFK,2153,17.92,350,-21
0,11,5,OH,5021,JFK,426,8.50,124,53
0,13,0,AA,1994,SFO,1464,9.42,205,-2
6,3,4,OH,5667,JFK,209,13.58,80,NA
9,31,5,UA,143,ORD,1846,11.77,283,-13
7,25,1,AA,599,LGA,1097,10.58,185,25
11,19,5,AA,394,ORD,733,6.75,125,NA
4,7,3,UA,44,OGG,2486,13.20,313,101
5,16,1,OO,5806,ORD,607,19.05,110,94
0,9,3,AA,1306,SFO,1464,6.92,210,13
5,25,3,OH,5052,JFK,382,14.98,103,13
11,21,0,UA,248,ORD,235,19.17,81,55
11,20,6,OO,5802,ORD,323,14.22,77,46
6,1,2,UA,302,ORD,723,19.17,118,0
8,27,6,AA,599,LGA,1097,10.58,190,17
2,3,1,WN,1917,SMF,389,21.92,75,6
7,28,4,OH,5471,JFK,340,21.48,125,NA
3,21,1,UA,492,ORD,647,13.17,123,1
10,4,2,UA,1453,ORD,837,20.17,144,-20
4,31,6,UA,67,ORD,1745,6.17,257,-2
0,2,3,AA,1544,SFO,1846,10.92,260,87
8,24,3,AA,345,LGA,733,17.00,160,-25
2,1,6,WN,1141,SJC,417,11.67,75,-7
4,1,4,UA,670,ORD,733,7.00,131,-9
5,5,4,OO,5978,ORD,978,20.75,152,65
11,5,5,WN,207,SMF,373,11.67,80,17
7,7,4,UA,798,ORD,528,19.68,106,60
11,2,2,OO,5836,ORD,157,8.18,51,31
4,2,5,B6,42,JFK,209,11.00,75,-7
11,19,5,US,29,ORD,1440,10.67,235,128
9,23,4,WN,954,SMF,397,15.17,80,0
0,7,1,UA,390,SJC,948,16.97,147,-12
3,10,4,US,183,SFO,651,6.00,115,-11
4,20,2,UA,133,SFO,337,8.68,93,-6
4,17,6,UA,41,SFO,2447,8.92,335,-2
7,7,4,OO,5904,ORD,224,17.83,69,-9
3,8,2,UA,472,ORD,528,13.28,100,-8
1,2,6,UA,6,SFO,2586,8.00,324,-1
6,22,2,UA,120,SFO,2419,9.88,319,55
4,31,6,OO,5423,SFO,86,11.25,42,44
6,28,1,OO,5490,SFO,262,21.23,80,107
1,11,1,WN,120,SJC,342,11.25,75,-6
5,14,6,AA,47,ORD,802,19.25,135,2
4,3,6,AA,1608,SFO,1846,23.33,235,-3
4,29,4,AA,14,OGG,2486,21.17,310,14
2,19,3,OO,5576,SFO,262,18.65,79,102
3,3,4,WN,2881,SMF,358,19.92,70,-3
4,7,3,OO,5738,SFO,462,21.75,118,42
2,19,3,UA,1454,ORD,1012,13.25,156,91
2,4,2,UA,46,OGG,2486,21.25,300,-8
3,14,1,OO,5451,SFO,250,18.42,81,-2
2,9,0,AA,1341,ORD,1846,7.50,275,-9
5,9,1,UA,524,ORD,867,6.53,136,-8
3,19,6,UA,793,ORD,334,12.00,83,15
5,11,3,UA,653,ORD,1829,20.35,274,133
6,12,6,B6,67,JFK,1069,15.08,182,24
11,27,6,UA,442,ORD,316,19.30,87,100
1,6,3,AA,335,LGA,733,14.50,165,NA
4,23,5,OH,5776,ORD,264,19.27,75,31
2,14,5,AA,2218,SJC,1438,10.33,200,17
6,25,5,B6,381,LGA,1076,16.33,189,134
1,26,2,B6,1057,JFK,340,20.25,117,NA
4,11,0,OH,5437,LGA,1011,14.48,187,-7
11,29,1,AA,1040,SFO,1464,16.67,195,-12
10,12,3,WN,2906,SFO,337,10.08,85,32
6,10,4,AA,362,ORD,733,14.33,130,-6
0,26,6,AA,547,ORD,1652,10.17,251,80
6,7,1,AA,1199,ORD,978,8.00,155,27
11,21,0,OO,5737,SFO,153,10.98,64,53
1,26,2,B6,707,JFK,1597,21.00,242,NA
8,22,1,UA,636,ORD,412,7.68,84,-6
0,15,2,OO,6408,SFO,451,13.90,94,83
2,27,4,OO,5741,SFO,78,11.00,45,-9
4,18,0,AA,1165,JFK,1090,8.75,185,-8
5,22,0,AA,1555,JFK,1090,15.92,190,81
3,19,6,OH,5201,JFK,213,8.50,97,68
3,22,2,AA,1617,LGA,950,11.00,170,27
5,29,0,AA,459,ORD,1197,9.83,180,2
2,19,3,B6,9,JFK,944,19.33,193,16
5,6,5,US,52,JFK,2248,20.48,351,111
3,1,2,HA,549,OGG,100,18.33,34,-9
7,17,0,WN,3774,SMF,358,10.08,70,0
5,10,2,OH,5678,LGA,834,20.50,158,NA
1,29,5,UA,1234,ORD,783,18.67,119,58
1,14,4,UA,470,ORD,678,20.92,117,15
3,9,3,OO,6140,SFO,363,22.50,77,17
0,23,3,AA,1613,ORD,1846,13.00,280,41
8,22,1,OO,5450,SFO,77,15.08,45,-3
7,16,6,OO,6150,SFO,363,18.25,82,73
8,3,3,OO,5994,ORD,235,16.73,79,5
1,3,0,UA,522,SFO,550,22.42,102,19
5,28,6,B6,42,JFK,209,11.00,75,18
3,30,3,AA,1904,ORD,1197,18.08,180,31
8,25,4,WN,568,TUS,365,20.42,75,-1
3,22,2,WN,3491,SFO,337,21.83,85,-13
5,3,2,UA,442,ORD,316,18.82,76,23
11,28,0,B6,73,JFK,1028,13.82,181,17
8,26,5,AA,502,SJC,1476,17.58,200,24
1,15,5,UA,1019,ORD,1745,21.67,270,-31
1,23,6,OO,5965,ORD,438,12.73,99,-8
0,3,4,B6,807,JFK,1069,17.25,200,50
1,16,6,UA,1160,ORD,678,10.68,119,-15
5,8,0,AA,2456,ORD,678,13.33,125,202
6,23,3,UA,340,ORD,622,16.25,118,NA
5,4,3,OO,5576,SFO,262,18.67,81,105
5,9,1,WN,1858,SMF,358,16.75,70,-7
6,24,4,UA,617,ORD,1726,15.17,253,21
5,1,0,UA,376,ORD,678,16.37,128,24
1,1,5,AA,810,ORD,612,13.83,105,42
7,16,6,UA,620,ORD,612,15.98,111,25
9,1,3,OO,5496,SFO,191,22.50,67,14
2,11,2,OO,5948,ORD,177,16.38,62,15
0,31,4,WN,2996,TUS,365,6.42,75,32
0,11,5,HA,177,OGG,100,14.97,34,6
6,13,0,UA,562,SFO,550,14.75,101,18
0,14,1,UA,129,ORD,1745,20.00,279,39
4,12,1,US,1233,LGA,544,11.25,127,-33
5,11,3,OH,5792,ORD,264,19.25,75,73
4,14,3,UA,1101,ORD,802,8.25,156,17
4,7,3,UA,460,ORD,723,14.28,122,19
3,19,6,OO,5563,SMF,86,8.45,50,-16
7,11,1,OH,5263,LGA,292,15.00,101,135
9,17,5,AA,294,ORD,1197,10.08,180,-3
3,5,6,AA,2305,ORD,802,7.58,150,-15
5,13,5,WN,2348,SFO,651,12.25,120,-8
2,25,2,B6,1053,JFK,340,15.58,105,9
5,24,2,UA,14,SFO,2586,16.25,340,238
2,3,1,UA,557,ORD,1162,9.78,190,15
11,29,1,AA,309,ORD,1041,10.42,180,-30
5,14,6,UA,831,ORD,1846,7.02,267,16
2,15,6,AA,350,ORD,733,18.50,134,118
8,11,4,UA,506,ORD,473,7.62,87,-6
5,24,2,OO,5741,SFO,78,11.08,50,NA
10,14,5,AA,2353,ORD,802,19.25,155,17
6,31,4,OO,5985,ORD,323,19.67,80,46
4,11,0,UA,403,LGA,1619,8.10,264,7
9,8,3,OO,6333,SFO,326,16.13,69,0
2,14,5,UA,53,JFK,2475,11.00,375,10
8,12,5,AA,593,ORD,1440,16.25,225,88
3,6,0,AA,1751,ORD,925,12.00,165,3
8,30,2,AA,2296,ORD,678,11.42,115,3
5,8,0,UA,692,ORD,733,20.33,129,NA
5,21,6,UA,1163,SFO,337,13.68,89,25
9,21,2,US,961,SFO,2521,8.25,318,-33
7,20,3,OH,5508,JFK,187,9.83,92,-17
8,20,6,OH,6479,LGA,292,14.00,98,-19
10,10,1,AA,1599,ORD,1515,14.50,245,-1
5,28,6,OH,5373,JFK,267,16.25,105,36
8,26,5,HA,133,OGG,100,9.52,34,2
3,2,3,WN,1340,SMF,373,9.50,80,-4
6,31,4,OH,5721,LGA,431,12.57,112,22
2,27,4,AA,655,JFK,1623,7.17,235,19
5,4,3,AA,350,ORD,733,18.08,140,102
1,22,5,B6,803,JFK,1069,6.00,175,37
9,1,3,HA,155,OGG,100,8.67,34,-6
0,29,2,AA,363,LGA,733,20.00,150,NA
1,19,2,B6,803,JFK,1069,6.00,175,16
9,22,3,AA,341,LGA,733,16.08,160,12
5,22,0,UA,17,JFK,2586,17.33,413,21
11,15,1,UA,581,ORD,1739,12.28,274,23
11,1,1,WN,2761,SJC,342,8.58,75,230
5,7,6,AA,345,LGA,733,17.50,160,205
1,1,5,OO,5833,ORD,177,11.20,65,1
2,27,4,AA,394,ORD,733,6.83,120,12
7,1,5,WN,3930,SJC,948,19.17,145,4
4,8,4,UA,36,OGG,2338,21.50,290,16
8,14,0,OO,6226,ORD,584,14.45,111,188
9,17,5,WN,1361,SJC,417,21.67,80,-1
5,11,3,WN,2035,SMF,1442,6.83,195,-16
10,21,5,UA,1479,ORD,1440,17.35,235,77
0,6,0,UA,878,SFO,2586,11.67,335,26
2,31,1,B6,1600,JFK,274,9.00,94,5
1,20,3,WN,1489,SJC,621,18.17,110,32
4,10,6,OH,5079,ORD,264,9.25,76,-9
8,12,5,WN,1026,SMF,397,16.17,80,23
5,22,0,AA,753,LGA,1389,15.17,235,62
8,15,1,AA,1359,ORD,606,11.67,115,9
0,20,0,AA,743,LGA,1389,12.75,250,-17
10,30,0,AA,2321,ORD,802,11.00,160,-30
2,12,3,UA,914,SFO,2419,8.00,300,18
6,12,6,UA,127,ORD,1745,18.67,261,81
0,3,4,UA,433,ORD,416,17.15,89,56
9,30,4,WN,1146,SJC,948,19.58,150,113
1,3,0,WN,1422,SJC,386,9.42,80,104
8,2,2,AA,33,JFK,2475,7.75,350,-18
3,16,3,US,2142,LGA,185,20.00,75,NA
7,14,4,OO,5522,SFO,238,7.65,77,-5
8,5,5,AA,2495,ORD,403,9.83,90,-25
3,3,4,OH,5469,JFK,740,16.67,178,57
2,6,4,B6,37,JFK,1005,8.17,190,-13
7,11,1,AA,743,LGA,1389,12.75,225,80
4,22,4,AA,201,JFK,2475,6.42,350,5
6,20,0,OO,6380,SFO,522,11.00,92,18
10,2,0,US,1428,ORD,678,9.92,115,-9
4,23,5,UA,41,SFO,2447,9.00,335,-5
2,7,5,WN,1917,SMF,389,21.92,75,25
7,6,3,HA,315,OGG,100,11.08,34,-7
10,21,5,AA,1165,JFK,1090,7.50,200,54
5,13,5,UA,614,ORD,612,13.08,111,13
7,22,5,UA,357,ORD,802,16.85,148,17
8,13,6,AA,2305,ORD,802,7.58,140,21
1,15,5,AA,1957,SFO,337,21.42,80,29
7,17,0,HA,132,OGG,121,9.08,36,-6
6,14,1,OH,5556,JFK,267,13.92,93,12
8,13,6,WN,2177,SMF,404,18.33,85,-4
9,22,3,OO,6378,SFO,963,14.83,152,-2
9,24,5,AA,345,LGA,733,17.00,160,-18
9,19,0,AA,498,ORD,740,17.17,145,-17
0,6,0,OO,5497,SFO,250,22.58,81,26
0,14,1,B6,831,JFK,1028,6.00,160,NA
9,11,6,AA,2325,ORD,802,12.58,140,-7
3,14,1,UA,549,ORD,334,11.00,83,NA
7,14,4,OO,5796,SFO,153,20.47,58,18
5,6,5,AA,317,ORD,925,12.17,160,20
6,22,2,US,2128,LGA,185,13.00,65,-5
1,6,3,AA,454,ORD,647,18.33,110,NA
5,20,5,OO,5853,ORD,196,13.00,60,-2
8,20,6,WN,2290,SJC,569,10.33,105,-8
0,17,4,OH,5268,LGA,292,19.00,101,79
0,16,3,US,1564,ORD,678,13.83,126,-15
2,16,0,AA,150,SFO,2704,23.42,320,55
0,21,1,UA,522,SFO,550,22.50,102,33
9,15,3,UA,394,ORD,264,15.83,83,-24
5,12,4,OO,5905,ORD,1118,10.52,179,47
2,18,2,UA,929,ORD,1739,15.38,266,16
10,22,6,OO,5446,SFO,191,10.40,66,131
2,13,4,WN,313,TUS,365,9.33,75,18
11,28,0,WN,208,SFO,967,19.67,150,37
10,11,2,AA,346,ORD,733,20.00,130,NA
4,2,5,UA,1479,ORD,1440,12.33,226,17
0,31,4,OO,5806,ORD,462,12.73,101,266
4,30,5,OO,5820,SFO,326,13.08,70,36
3,21,1,US,206,SMF,647,12.57,111,53
1,13,3,UA,470,ORD,678,20.92,117,66
9,8,3,UA,1240,SMF,910,10.92,140,-16
1,23,6,OO,6644,TUS,639,6.00,113,4
10,22,6,HA,105,OGG,100,6.40,34,3
10,20,4,US,2189,LGA,214,20.00,76,NA
6,24,4,WN,792,SJC,188,17.00,55,5
0,7,1,OO,5475,SFO,250,13.83,79,123
3,22,2,OO,5475,SFO,250,13.97,81,-1
3,11,5,AA,745,LGA,1389,13.75,225,40
7,28,4,AA,787,LGA,1389,19.58,225,34
10,7,5,WN,1294,SMF,480,14.00,85,-10
5,10,2,OO,6024,ORD,157,16.77,55,-5
9,29,3,WN,324,SMF,479,6.50,90,-10
2,30,0,UA,789,ORD,334,16.83,86,58
7,19,2,UA,554,ORD,783,16.92,131,140
7,7,4,UA,626,ORD,612,19.08,111,85
6,8,2,US,322,SMF,397,9.57,81,NA
4,12,1,OO,5921,ORD,557,8.38,112,-3
9,15,3,UA,922,ORD,589,6.00,108,-11
1,20,3,WN,3227,TUS,365,18.08,75,45
3,14,1,B6,823,JFK,944,12.17,173,5
9,3,5,OO,5910,ORD,773,9.13,122,119
3,21,1,UA,684,ORD,733,14.00,139,155
10,13,4,UA,688,ORD,733,15.98,142,60
9,28,2,AA,1721,JFK,944,15.50,175,-8
3,23,3,UA,394,ORD,137,13.50,54,31
7,1,5,AA,317,ORD,925,12.17,160,16
4,24,6,UA,817,SFO,337,10.33,86,18
7,15,5,OH,5464,JFK,382,9.92,108,-13
5,3,2,AA,1521,ORD,1437,19.58,210,161
9,18,6,US,873,ORD,1515,8.50,232,-11
4,4,0,OH,5659,JFK,425,15.42,108,0
7,17,0,UA,472,ORD,528,13.13,101,-3
0,2,3,UA,1161,ORD,1437,20.33,242,-13
1,10,0,WN,1063,SMF,373,22.17,80,-20
6,8,2,OH,5263,LGA,292,15.00,101,89
8,16,2,OO,6021,ORD,911,11.97,152,-22
5,20,5,UA,589,ORD,802,9.68,142,2
0,2,3,AA,179,JFK,2586,8.75,395,-11
7,30,6,UA,355,ORD,1721,12.75,264,8
4,26,1,UA,669,LGA,733,7.03,148,13
10,6,4,OO,5479,SFO,238,13.42,80,-11
0,9,3,AA,1559,LGA,1097,17.08,190,3
2,16,0,UA,136,SFO,1846,9.75,254,71
2,17,1,AA,502,SJC,1476,17.58,200,92
2,4,2,WN,2372,TUS,367,18.92,70,-4
10,19,3,OO,6150,SFO,363,17.55,81,49
8,5,5,HA,549,OGG,100,18.43,34,4
7,4,1,WN,470,SJC,188,9.33,55,-9
0,27,0,WN,3246,SJC,333,22.00,70,111
5,27,5,OO,5876,ORD,177,17.48,64,NA
3,11,5,AA,16,SFO,2586,11.33,340,48
11,16,2,OO,4553,ORD,264,6.00,73,24
7,8,5,OO,5984,ORD,174,22.17,57,-13
0,11,5,US,2165,LGA,214,8.00,74,29
5,27,5,AA,1761,LGA,1097,19.20,183,256
1,27,3,B6,1307,JFK,228,11.92,75,-18
9,20,1,OO,5525,SFO,86,13.58,49,34
2,7,5,OO,5871,ORD,911,17.83,159,19
2,6,4,OH,5394,LGA,641,19.50,142,-1
11,27,6,WN,584,SJC,417,19.33,80,-2
0,2,3,UA,343,ORD,416,20.72,93,51
5,2,1,US,391,SJC,386,20.42,91,-21
0,21,1,UA,548,SFO,599,13.08,108,190
7,7,4,AA,1765,ORD,258,19.42,70,7
0,1,2,OH,5283,JFK,213,18.50,115,105
9,15,3,UA,712,ORD,589,17.98,117,-10
1,29,5,WN,2973,SJC,342,9.50,75,-7
11,26,5,AA,16,SFO,2586,11.83,330,3
6,7,1,AA,1861,ORD,403,12.33,85,147
2,11,2,UA,381,ORD,1781,10.60,268,89
4,9,5,OH,5123,LGA,834,8.98,169,17
1,17,0,UA,1510,SFO,651,8.67,117,2
2,7,5,UA,10,SFO,2586,13.50,324,67
11,9,2,WN,476,SJC,386,12.67,80,-1
0,16,3,AA,763,LGA,1389,16.98,255,17
11,24,3,UA,360,ORD,589,11.17,107,23
5,22,0,UA,606,ORD,612,8.98,107,58
2,8,6,WN,3599,SFO,414,13.83,90,-12
6,8,2,UA,374,SFO,1504,11.52,214,1
7,25,1,UA,253,ORD,888,18.68,161,-7
8,25,4,AA,257,JFK,2248,16.50,345,19
3,4,5,B6,395,LGA,950,14.92,176,17
6,10,4,WN,3418,SMF,397,7.92,80,-6
5,17,2,OO,5845,ORD,116,21.18,51,-11
2,5,3,WN,1286,SMF,605,20.67,110,2
1,2,6,B6,647,JFK,2586,18.42,405,17
9,12,0,AA,2378,ORD,1197,15.33,180,-8
4,12,1,UA,512,ORD,594,13.52,108,-4
2,2,0,UA,315,LGA,1619,15.50,271,1
1,1,5,OO,5862,ORD,607,13.17,104,NA
8,24,3,UA,658,ORD,719,18.33,141,108
7,27,3,UA,530,ORD,334,7.58,86,-8
1,6,3,UA,553,ORD,334,13.33,85,NA
11,24,3,OO,5525,SFO,86,12.90,43,124
7,19,2,B6,115,JFK,1182,20.50,208,-1
11,2,2,UA,1448,ORD,1012,17.10,159,-14
5,1,0,WN,1619,SFO,651,16.08,120,34
5,8,0,OO,6023,ORD,491,16.45,101,NA
6,22,2,WN,3166,SMF,480,7.08,90,-8
1,5,2,AA,380,ORD,733,10.67,125,43
8,29,1,UA,624,ORD,612,18.08,109,-13
4,10,6,OO,6089,ORD,1041,8.58,171,17
11,24,3,AA,2397,JFK,1746,17.00,285,113
7,18,1,US,1892,ORD,599,15.92,113,-15
4,9,5,AA,1571,ORD,334,11.92,85,-10
10,20,4,AA,1605,ORD,1723,16.75,270,7
2,16,0,UA,322,SFO,679,10.72,121,25
4,3,6,AA,1555,JFK,1090,15.92,180,87
8,12,5,WN,879,SMF,479,20.83,85,-2
1,6,3,AA,2337,ORD,802,15.75,155,NA
0,8,2,AA,386,ORD,733,8.75,120,NA
10,11,2,B6,17,JFK,1069,11.08,185,-34
4,8,4,UA,945,ORD,888,11.92,154,27
11,26,5,WN,174,SJC,188,12.50,55,100
11,12,5,OO,5847,ORD,409,13.23,89,-11
9,7,2,AA,933,JFK,1090,12.00,170,69
0,15,2,UA,1163,SFO,337,14.00,86,30
4,15,4,OO,6382,SFO,522,7.05,91,-3
6,15,2,OO,6059,ORD,738,10.85,132,NA
11,19,5,OO,6119,SFO,326,15.30,72,41
11,28,0,AA,154,ORD,867,17.08,135,-11
1,3,0,UA,1264,ORD,843,18.85,131,NA
3,30,3,OO,6150,SFO,363,18.17,77,-9
4,29,4,AA,664,LGA,950,9.25,170,5
11,5,5,UA,1526,ORD,1197,8.32,187,14
3,5,6,OO,4088,SJC,585,13.00,114,21
2,18,2,WN,595,SJC,697,11.00,125,-4
0,5,6,WN,361,SJC,308,18.92,70,26
11,18,4,WN,1684,SJC,333,19.50,70,160
3,11,5,WN,2356,SMF,389,14.08,75,48
3,16,3,AA,1014,ORD,258,21.50,65,87
6,16,3,UA,626,ORD,612,19.08,111,110
5,27,5,B6,225,SJC,324,15.67,74,0
10,17,1,OO,6761,ORD,466,20.32,101,93
6,10,4,OO,6761,ORD,466,20.83,99,34
6,23,3,UA,311,SFO,372,12.45,90,56
10,16,0,US,817,ORD,678,7.25,124,57
6,6,0,US,473,JFK,2248,9.67,335,33
2,12,3,OH,5385,LGA,641,8.75,153,42
2,31,1,OO,4088,SJC,585,13.00,114,-19
4,31,6,B6,51,JFK,1028,13.50,168,84
6,15,2,OO,5979,ORD,122,16.97,49,9
7,27,3,WN,981,SMF,397,20.58,80,-8
7,16,6,WN,1206,SJC,417,20.17,80,1
3,26,6,AA,1130,SJC,1829,6.75,255,NA
0,28,1,UA,1228,ORD,723,16.68,119,97
10,24,1,US,1251,ORD,599,6.00,114,-3
2,18,2,UA,1564,ORD,1144,18.65,170,38
6,19,6,US,504,ORD,1440,17.17,218,12
10,22,6,UA,1003,OGG,84,16.20,40,0
5,11,3,OH,5609,JFK,184,16.17,100,-25
4,19,1,OH,5546,LGA,461,14.75,113,27
0,4,5,B6,918,ORD,740,19.00,139,-23
0,25,5,AA,127,JFK,2446,18.33,385,-32
6,17,4,OO,6452,TUS,451,10.75,92,-11
7,10,0,UA,624,ORD,612,18.08,111,54
5,27,5,HA,205,OGG,100,6.03,34,-10
11,1,1,WN,2732,SFO,447,6.00,90,67
5,5,4,UA,462,ORD,867,8.02,136,6
5,14,6,AA,2393,LGA,761,16.00,165,NA
0,23,3,AA,272,SFO,2585,21.83,293,NA
7,7,4,B6,309,JFK,228,15.50,88,34
0,10,4,B6,1022,JFK,187,8.92,80,-9
4,16,5,B6,1,JFK,1069,10.83,177,-8
4,15,4,UA,9,JFK,2586,21.25,401,2
4,26,1,B6,1089,JFK,541,14.92,121,0
0,30,3,AA,1609,ORD,925,18.92,165,13
2,20,4,B6,381,LGA,1076,16.25,190,55
9,15,3,OO,5919,ORD,264,9.67,70,-18
1,3,0,AA,1025,ORD,403,15.50,90,46
5,11,3,WN,2212,SFO,337,10.25,80,NA
9,9,4,AA,2090,SFO,1464,11.00,210,-11
11,6,6,WN,2196,SMF,373,19.25,80,-6
6,11,5,OO,6246,ORD,286,21.82,83,81
4,11,0,AA,1765,ORD,258,19.42,65,64
10,14,5,US,2179,LGA,214,15.00,70,-8
10,9,0,OH,6753,LGA,431,11.33,120,28
6,4,5,UA,748,SFO,192,10.07,63,115
0,26,6,OO,6343,SFO,372,7.33,88,-7
10,16,0,B6,83,JFK,2421,20.33,398,26
7,14,4,OO,6037,ORD,462,21.23,99,-21
9,17,5,WN,1060,SJC,333,20.08,70,-1
1,14,4,OO,5979,ORD,122,16.75,50,NA
5,19,4,OH,5637,JFK,508,16.17,140,83
6,21,1,UA,107,ORD,1745,8.92,257,16
6,16,3,UA,1590,SFO,414,13.30,102,17
1,14,4,UA,128,ORD,678,7.60,116,-8
7,8,5,AA,1761,LGA,1097,19.20,183,69
5,3,2,OH,5592,JFK,187,19.25,104,16
3,13,0,AA,1972,ORD,647,16.33,115,5
7,10,0,AA,2303,ORD,802,6.67,135,23
7,1,5,OO,6550,TUS,639,8.67,117,27
2,22,6,OO,6186,ORD,760,8.57,125,97
10,18,2,UA,677,LGA,733,11.00,159,-30
3,2,3,AA,1024,SJC,1476,12.25,200,-1
2,19,3,WN,1014,SJC,308,6.50,70,2
6,19,6,HA,565,OGG,100,22.17,34,32
11,18,4,US,165,SJC,386,10.08,83,-2
7,7,4,AA,428,TUS,813,8.25,135,-5
3,1,2,UA,602,ORD,612,7.00,107,3
1,21,4,WN,1152,SJC,386,16.92,80,33
9,28,2,UA,343,ORD,416,20.82,92,-7
9,7,2,AA,1810,SJC,1476,8.92,200,-4
0,10,4,WN,102,SMF,479,21.08,85,18
2,19,3,OH,5166,LGA,585,21.00,153,NA
0,20,0,AA,337,LGA,733,15.58,160,-23
11,11,4,OO,4515,ORD,606,12.82,119,55
1,12,2,AQ,484,OGG,2513,13.17,305,7
6,7,1,AA,1677,ORD,1726,18.83,255,108
8,10,3,UA,818,ORD,719,20.75,128,-3
1,18,1,AA,1544,SFO,1846,10.92,255,85
0,11,5,OO,6406,SFO,451,12.00,94,109
0,26,6,UA,11,JFK,2586,11.17,394,165
9,21,2,OO,3906,SFO,599,7.50,107,-2
11,20,6,B6,21,JFK,1005,18.92,200,206
4,12,1,UA,355,ORD,1721,12.05,260,16
5,16,1,US,323,ORD,1515,8.50,229,5
1,19,2,UA,565,ORD,1249,20.17,218,136
6,31,4,US,128,SFO,651,15.58,120,-3
7,25,1,WN,1065,SJC,948,11.33,145,-9
0,20,0,OO,6384,SFO,522,9.17,93,-4
8,7,0,OO,5564,SFO,86,19.25,40,-6
4,18,0,OH,5679,LGA,478,16.25,133,-10
2,6,4,OH,5360,LGA,896,9.20,181,28
6,19,6,WN,1350,SFO,1855,16.75,250,-17
2,26,3,AA,181,JFK,2475,17.00,379,37
7,13,3,US,2187,LGA,214,19.00,73,-7
1,11,1,OH,5246,JFK,508,8.58,143,22
7,11,1,AA,1757,LGA,887,12.98,160,154
3,8,2,AA,1329,LGA,950,18.92,170,NA
0,7,1,UA,626,ORD,612,19.00,106,207
8,6,6,UA,35,SFO,2338,9.13,313,-26
5,15,0,OO,6485,ORD,438,18.32,94,43
7,22,5,HA,555,OGG,100,20.58,34,-2
6,18,5,HA,30,OGG,2640,14.50,320,82
1,26,2,US,1005,ORD,678,9.75,122,64
1,11,1,OO,5655,SFO,86,9.27,43,168
4,28,3,UA,543,ORD,1498,20.68,240,-8
6,12,6,US,2134,LGA,185,16.00,71,-3
8,15,1,UA,442,ORD,316,18.57,73,-17
3,2,3,UA,17,JFK,2586,17.67,402,69
0,7,1,UA,153,ORD,925,17.67,169,135
